,ig_id,is_HK,updated_following_list_time,details_updated_time,following_list
559,stevencheung,Hong Kong,2020-01-01,2020-01-01,yet
560,chuihammer,Hong Kong,2022-04-26,2022-04-24,"['versace', 'prada', 'driesvannoten', 'colethomasgordon', 'kanyewest', 'gilbertyeung', 'cryptocomofficial', 'rymaloney', 'coverdoghk', 'bunnywarriorsnft', 'smartposthk', 'monkmafia.io', 'eisland.tw', 'tingho.zayn', 'monkeykingdom_', 'jl.leilei', 'wordssharinghouse', 'opensea', 'jancurious', 'k_p0k1', 'otto61p', 'as1.entertainment', 'kieferc268', 'hasselblad', 'lamyiusing', 'wordologyofficial', 'thinkologyofficial', 'cherrysavor', 'ralftso', 'koholaendy', 'crowd_jan', 'lofaig', 'nealfanfan', 'bubuzzchan', 'nicolecheuk', 'gareth_tong', 'swfjacks', 'dr.nyy', 'nickykywong', 'kislawkc', 'sc.kyleshum', 'wayne_ky', 'oscartkc71', 'alvinwanwingkit', 'moley.p', 'cheunghongyau', 'lil_33333', 'yuenyem', 'investinggoal', 'guddynalyvaiko', 'desmondanddempsey', 'limitlessocreative', 'ballng', 'nikonhongkong', 'adele', 'le.e.man', 'franananan', 'leicacamerahk', 'loserreborn', 'inuf_editshop', 'myth.keiko', 'yeesa_cheung', 'yautaitung', 'justin311', 'banai_design', 'officiallymcconaughey', 'alexandermcqueen', 'wjanw', 'fittpub', 'powerofpositivity', 'ken0629', 'anthonyhopkins', 'sadhguru', 'gudiii', 'panavisionofficial', 'thombrowne', 'dreamonitacherry', 'hitrecordjoe', 'bookaballroom', 'takuya.kimura_tak', 'okudaira.m', 'spiritualgoal', 'glow.inuf', 'tincheungcamera', 'johnnydepp', 'tswtswtsw', 'pheebsfung', 'kakisham', 'krincee', 'thefathatter_atelier', 'audientworld', 'keeeee', 'francislo121', 'deegor_hkwa', 'jenniferaniston', 'stev.law', 'sofiee_ng', 'iamkingjer', 'jakegyllenhaal', 'gregorywong', 'ryanlau88', 'penelopecruzoficial', 'sammi_chengsauman', 'lam1hey', 'hinscheung', 'warnermusichk', 'hungkaho', 'yungchoyee', 'lambo_gini', 'arri', 'angus_leatherman', 'reverb', 'eastwoodguitars', 'visionears', 'marshallamps_uk', 'yohjiyamamotoofficial', 'shwin123', 'korgofficial', 'thomyorke', 'chusiumei', 'witty0512', 'dikwai', 'terryleungsc', 'siu_car', 'hui_alfred', 'lamjunejune', 'im710', 'vivia_fung', 'manphyllis', 'lam_william', 'wizard_peter_fan', 'lightboy903', 'whatasunnyday', 'jenus901', 'wongyuenb', 'mathew.cheung', 'carlhoudee', 'summerjai.nico_lego', 'dadachan', 'karenli.lau', 'missbehavior_movie', 'fhmtsang', 'zept_lau', 'chiuskinny', 'super8jam', 'olivewongchui', 'raycoyau', 'iamjamiefoxx', 'kootinlok_louis', 'bravospictures', 'hoccgoomusic', 'natalieportman', 'hanjintan', 'saxyphil', 'aha.living', 'thichnhathanh.bot', 'thichnhathanh', 'richardmille', 'annakendrick47', 'henrylamshun', 'gigileungwingkei', 'hommeplisse_isseymiyake', 'ryusei416japan', 'aman', 'chiptso', 'zeisscameralenses', 'simon_c', 'milliebobbybrown', 'brucelee', 'emilia_clarke', 'tomhardy', 'chrishemsworth', 'jeremyrenner', 'leungpakkin', 'wongyiuminganthony', 'markwahlberg', 'cats_of_world_', 'dailycatshow', 'siuhinng', 'sharon.w_315', 'willsmith', 'jimyan', 'kaytse', 'kennyjr', 'michellewsn', 'scarlett328', 'asgeirmusic', 'rockmuiii', 'harrystyles', 'shine_hkofficial', 'goroplayground', 'rolex', 'louischeung2013', 'alvinchui823', 'princejoyce', 'carrcheng', 'prsguitars', 'gelatindessertcandy', 'brenda_lo_lo', 'jumpman23', 'aaronkwokxx', 'nasa', 'officialralphsmart', 'thenotoriousmma', 'gordongram', 'marilynmanson', 'leungmanlai', 'mrandmrschui', 'roydonchio', 'rizlaw', 'jamesting808', 'russellcrowe', 'nusr_et', 'emmawatson', 'childrenofthestars_inuf', 'leoball', 'jacko.ho', 'drstephenng', 'darrrrrrenyu', 'concertyy', 'michelinguide', 'tangjojo', 'bonbonpang', 'bluepongpong', 'marioncotillard', 'shift_line', 'gibsonguitar', 'justinbieber', 'zacefron', 'jaredleto', 'chloegmoretz', 'ladygaga', 'menwithhealth', 'annehathaway', 'rosamvelasco', 'angelpretz', 'pumpkinjojoinstagram', 'jasperchui', 'malisheep', 'inufskincare', 'wearenovation', 'we.are.roli', 'ahdee___', 'rickygervais', 'aneetuh_', 'artbasel', 'persuithk', 'thatdanielwu', 'vancityreynolds', 'blakelively', '9gag', 'tweetoro', 'juno_mak', 'scottiepippen', 'rondarousey', 'myinterior', 'mustafaseven', 'dwighthoward', 'canonusa', 'cristiano', 'instagram', 'justintimberlake', 'chiukingho', 'shaq', 'pharrell', 'spamazing_by_inuf', 'sonyelectronics', 'cats_of_instagram', 'selenagomez', 'leonardodicaprio', 'natgeo', 'drewbarrymore', 'gwynethpaltrow', 'whotels', 'sheepskin_kateyeung', 'therock', 'thehughjackman', 'panerai', 'chit_chak', 'theofficialai3', 'namtszsun', 'davidbeckham', 'adamlevine', 'dchowd', 'somerleyha', 'lambchan', 'chuikaichung', 'joyshenglx', 'wwfcharlie', 'cheukwanchi', 'dadaloooo', 'mark_music', 'casperwill', 'dwyanewade', 'ineverusefoundation', 'plalitta', 'fishoooball', 'kinlongchan', 'kingjames', 'missredredhead', 'saladd', 'bittosingh', 'm.a.t.t.h.u.i', 'vickygillgill', 'henrytsehk', 'beamsaranyoo893', 'tangtszki', 'toyufung', 'larrylau', 'hyllhy', 'daviehmawt', 'chrissienana', 'cherrriee', 'babievix', 'missevilo', 'avisngan', 'wallischo', 'winy', 'kayee901', 'heiwardmak', 'wongcmhana', 'skatetpen', 'sunnylee1028', 'n_cheung', 'anjoleung']"
561,nostalgicoutlaw,Hong Kong,2020-01-01,2020-01-01,yet
562,demosistohkofficial,Hong Kong,2020-01-01,2022-04-24,yet
563,some2some_,Hong Kong,2020-01-01,2022-04-24,yet
564,hktimessquare,Hong Kong,2020-01-01,2020-01-01,yet
565,reveeyewear,Hong Kong,2022-04-27,2022-04-24,"['instagram', 'theoleo852', 'wilfcho.pdf', 'energyglare', 'wilfred_ma', 'jt_hung_', 'lorrainekiangmalingue', 'haylie.ng', 'kissingcat', 'marisayiu', 'clintonwong', 'lunglungthun', 'danielmakeupartist', 'mchanxx', 'christiesasia', 'lucy.is.good', 'erichazenyc', 'heimanomics', 'ngkelly_', 'jennpang', 'vjhyl', 'adietcokepls', 'the_biotech_guy', 'maggiehomaggie', 'jun.newton', 'emandelghini', 'annac.meyers', 'jolieyschan', 'chubonnie', 'mattchung', 'b._._._.y', 'kirstywck', 'alanlo1', 'ivanov.lo', 'chateausamsam', 'abbeykychan', 'vnikali', 'misstsaitsai', 'natdunn_photography', 'sifestyle_hk', 'tsztings', 'jwong824', 'michael_pigskin', 'yschan', 'alexfongliksun', 'artbasel', 'k11artfoundation', 'jaychou', 'jermsn', 'hanshsu_official', 'derekt', 'kitshumartstherapist', 'nkwan713', 'jmwolf88', 'caden_jai', 'stefanieyi', 'alinchuuu', 'yuki_terase', 'jaspo888', 'bettyshanghai', 'hui.wilson', 'elizabethngky', 'mchang719', 'lamsophia', 'lailaiwonghkg', 'siulun_shawn', 'alexkklau', 'iamethankoh', 'bowiexpyx', 'lgehren', 'michae1frank', 'hammichelle', 'x.glolo.x', 'cocoa_zhou', 'jameskhan17', 'tiffpoon', 'gwong33', 'make_em_say_eun', 'wvdabi', 'arthurlam1539', 'mangout', 'tdk852', '8shadesofficial', 'tandimusgrime', 'monsterandthebeast', 'watsfordessert', 'privatestocklabs', 'hwfchow', 'flossiechang1111', 'r3sp3ct', 'lamchjacky', 'shivasshiva11.11_1', 'l_for_louise', 'vicky_lam_hong_kong', 'kimcarroll', 'sarahreginalai', 'n_cheung', 'bonnieschan', 'mannefang', 'lillianho________', 'christiewkli', 'jerrymmao', 'philipchu', 'jenniferhw228', 'aria0819', 'wwgladys', 'jamesung010', 'jasmineli11', 'tianyiiw', 'danirlopez', 'athe.c', 'tjkayama', 'vickieliky', 'syyl', 'thilouze', 'tarasobti', 'trinityliao', 'jb_lanime', 'edelbabyweiss', 'charleykimchi', 'beaubyjas', 'therealrebeccataylor', 'dina_lin', 'jocyuan', 'yogachung', 'missnanaliu', 'ggtsoi', 'jessjann', 'jennifercliu', 'chanejan', 'jennc2181', '_loricky_', 'angela_goh', 'tseweivisuals', 'kkornarpa', 'zonghahn', 'jazzli21', 'vvonsugunnasil', 'jack_nisaruj', 'josephteohxoxo', 'noonie999', 'vickyonthira', 'amieesquireswills', 'aronlosbarons', 'dangraphy_', 'carminola', 'tianyouw', 'agaseen', 'nathcchan', 'agnesw416', 'maipornpipatkul', 'nwphst', 'michelleeeparis', 'rachel___c', 'veronicawtlam', 'mroscarwang', 'emilycompton11', 'cerenecheng', 'leaf_ayei', 'karsonwhy', 'cwxwkm', 'siuxsing', 'kennyjr', 'tonywong_photography', 'kieranho', 'emmanuelperrotin', 'thomas.kollar', 'pcrnyc', 'mrjoezee', 'petewsmart', 'bonniep1080', 'dara_huang', 'tashakli', 'paulokypong', 'tmtran213', 'denise_lo0429', 'powtimo', 'jayspencer', 'plespencer', 'oceanarucci', 'hilaryasdf', 'davybrice', 'yennwong', 'affachan', 'miss_cell', 'jyaamein', 'matteoprocaccioli_dv', 'bblamb', 'andrea___grilli', 'irwanpean', '_harinlee', 'mattiacrep', 'jolene_lin', 'aarthurlam', 'wingwong_theattic', 'carminespena', 'jamiediamond', 'meeganmakeup', 'missfashioncloud', 'jasonlamjasonlam', 'begumkhan', 'chow_stacey', 'rachelchoyloves', 'robcheng2', 'joannaluihickox', 'chefvickycheng', 'wildwildwes', 'carolynhodler', 'katherineholmgren', 'ankiebeilke', 'pearlshek', 'edoardocaovilla', 'blovet56', 'ecodrivehk', 'kcpinhk', 'adambires', 'stephyuen81', 'vidachung', 'mondaytough', 'miket_miket', 'winnie_ching_', 'soniacheng_rosewood', 'simonaviapiana', 'seanhktatler', 'riccardosciutto', 'the.nik.wang', 'kittychengws', 'josephinewhchiu', 'chauchelsea', 'faye_tsui', 'marcellamw', 'daphnewchan', 'meganlleckie', 'streetartglobe', 'chankalun', 'percypiggylau', 'maxiaojie', 'anina_ho', 'alanyeungkit', 'nikoturko', 'girlwhocriedwolf', 'carlsonson', 'bsweetintoxication', 'adisaik519', 'yumiko.chengy', 'elainewailing', 'sigurking', 'diviah', 'therealphilliplim', 'colleenmcyu', 'mrselfportrait', 'tamm__i', 'simon_jablon', 'vvnyung', 'chow_simon', 'fionamcl', 'natalyadxavier', 'itsjustasha', 'kyaroru21', 'mopiko', 'kennistai', 'pezzinidaniela', 'viva_924', 'anniechan930', 'ives103', 'nichol_yip', 'charmaine_sheh', 'annaboop', 'theg2lau', 'keithhk', 'jesscambensy', 'cheftata', 'lizzabutt', 'sarah.zhuang', 'nicolacheungyoung', 'catcatku', 'adriancheng', 'karena_ngs', 'pakism', 'thierrychow', 'peteryuill', 'nmcjoan', 'sunshine_queen', 'greedygremlin', 'im_chris', 'nothirtythreejoaillerie', 'saramao_', 'adelenec', 'joyceyauau', 'ramadramahk', '_jackie_chow', 'sleepynaiad', 'frank_hartanto', 'jenkchow', 'revebyrene_official', 'marianakou', 'timtong0529', 'grace_awaw', 'michelle_biumui', 'runmanband', 'nk830', 'berniceliuofficial', 'sarajaneho', 'jumiuswong', 'xplacidacidx', 'kidocheng', 'jeremixmatch', 'jackwangg', 'chanelvina', 'e.v.a.n.c.h.o.w', 'lesliecohenamon', 'yangjonas', 'blah226', 'michaelxufuhuang', 'aureta', 'jlghk', 'jefferyyau', 'theinvisiblelady', 'tinachencraig', 'minimouse75', 'kathie_kwok', 'molly_chiang', 'crystal.yung', 'sibyl.le', 'charade88', 'midoritakechi', 'candicechanchao', 'edwinpun', 'michellepandabear', 'andrefustudio', 'andrefuliving', 'somewhereplace', 'peggygou_', 'pamplemoussy', 'vichen8', 'cammier', 'bridgette_xoxo', 'shingibaobei', 'hsuhans', 'yijiationg', 'yuwei5858', 'aimeeyunyunsun', 'numberonepr', 'peg_sue_', 'yurisinata', 'captain_greggles', 'azycheung', 'cutieprincess0201', 'insaniafong', 'declanchan', 'jaykimmer', 'philipcolbert', 'the_art_gorgeous', 'ryanchudesign', 'steven.shengxi.ma', 'jen_a_lee', 'mrdanielmartinez', 'theosky8', 'bitak21', 'cara_li91', 'theartofelysium', 'janetdazzling', 'stuckylu', 'sunles', 'yoyokulala', 'leslietsang', 'moversandcashmere', 'iceicebunny', 'reggiemartin10', 'bastianw', 'antoniades.anna', 'tedmanleee', 'flarecommunications', 'inyourfacepauls', 'rosamundkwan', 'cindywonglady', 'floranceyip', 'jacobmense', 'isynero', 'smallchi', 'arissa___x', 'lamoucheofficial', 'energygloop', 'thejonesyingfamily', 'drxromanelli', 'keikeishirky', 'jokocy', '5eanf', 'thirty30creative', 'pun_projects', 'parishilton', 'rroydd', 'mavis.tai', 'omix', 'fountainheadphotography', 'occasionspr', 'alamfish', 'amandastrang_', 'stepsteplee', 'charanorama', 'jenn__feng_', 'yvette_yy', 'jeffannaparklee', 'gaileofficial', '_talenia', 'bonayoo', 'dianesawit', 'angiengcl', 'wowproductionhk', 'emmyyuen', 'hikari', 'nadiaharilela', 'dacruza', 'coco_n_pals', 'xxlishihoxx', 'ivembou', 'stephen.y.brown', 'meimeimeio', 'fungynancy', 'signaturehongkong', 'cesar_casier', 'lupduck', 'handinfire', 'timbotslice', 'christianrjbarlow', 'amysuelee', 'louilim_', 'sofasoguud', 'blipp_phil', 'kevinchingkevin', 'viviennetang', 'duier', 'ksw7789', 'blackjelly', 'ky_bg', 'bradleytheodore', 'yuji_so', 'florawylee', 'melngtf', 'ingridlwong', 'oliviatsanghk', 'princejoyce', 'russellronnie', 'hungry.pea', 'miahaggi', 'bigdaddyglam', '___xin___', 'ruth.chao', 'waltz_hx', 'mtan66_', 'lopberry', 'areum_kang_', 'anne.ps.lee', 'yurijang_______', 'laurinda_ho', 'jocheungcheung', 'carolrolcc', 'devin0918', 'laizas_', 'francesco.lee', 'edwin_chuang', 'shirleyhiranand', 'utahlee', 'coramau', 'homan_tandijono', 'smarch', 'ribeirothiagoribeiro', 'budism', 'ciscooodisco', 'rickykwok_', 'hubertczc', 'diah_d_fine_jewelry', 'rachel.tangmh', 'carinalau1208', 'september.sky', 'calton', 'shana115', 'sunnyboyyy', 'subwaybud', 'serwong', 'therealpickybastard', 'mac.puckett', 'bygats', 'jeffreyvsfg', 'sinsuco', 'cyruschan22', 'hurtingbombz', 'fatcat_felix', 'freddyshen', 'oliviabuckingham', 'marxmae', 'xandershum', 'benkubenku', 'kerangtian', 'hannahbronfman', 'llsuj', 'diah_d', 'sweetcil', 'xsabrinahox', 'melvin0619', 'bubblyjaclyn', 'laurenaki', 'kellymili', 'winchang', 'mararhomberg', 'ninglau', 'elroxcheo', 'lalacurio', 'lalacheung.wolf', 'miriamwan', 'yshir', 'fedtan', 'christine.fok', 'kyliekyliexoxo', 'janetma28', 'lincolnli', 'lorli.k', 'jenjenhua', 'simonvandamme', 'magsho', 'crazyrouge', 'wowmarco', 'wowshu', 'akihirochen', 'akimoto_kozue', 'nicolini_corn', 'dizzydizzo', 'megamengmeng', 'yardbirdyakitori', 'jchoiana', 'edmonleong', 'chingmy_chow', 'nicola_lai', 'kkye', 'cleo_sham', 'yintw', 'leebrianrealty', 'daniellepeitagraham', 'karimtabar', 'pacoxchan', 'spring_so_ding', 'derekhkma', 'bemba85', 'yipyip2', 'jasonsuperstar', 'heungjacky', 'hsiaoelva', 'nickatro', 'kathychow520', 'chrisellelim', 'siampatama', 'niemster', 'justinelee425', 'denisejho', 'kaylaiw', 'therealcjowen', 'niyajaymee', 'yazaca', 'jaimehoku', 'carmenyim', 'victoriaxtang', 'seelobey', 'aka.kimbui', 'ciibear', '12yansu17', 'viviwuwu', 'seanleedavies', 'roostercockburnt', 'veronicachou_', 'raniahatoum', 'geoffrey__c', 'elenakan', 'arne_eggers', 'lukson', 'gigil4m', 'bongcheng', 'tang747', 'mammachewy', 'lovecazz', 'xoxofei', 'brianma2', 'jc_jonathancheung', 'tricia811', 'queenierositalaw', 'dianatu', 'katyeung215', 'douglaswu', 'jnjustinng', 'wrini', 'juliavaughn', 'lindsayjang', 'hanhuohuo', 'char_bar23', 'valerinading', 'meepquest', 'terrifictourettic', 'ivan_pun', 'spreadculturedbutter', 'chiseen', 'tinaleung', 'melody.yoko', 'k.naniiiiiii', 'chening', 'elin22', 'cindiddy', 'alisonelazar', 'emilylam.ho', 'lucy_baobao', 'jdiddymac', 'sssaaandy', 'zaptang', 'tracasion', 'thierryandco_', 'geefacexx', 'rigeldavis', 'mayaoo', 'kpee', 'leungie', 'jessichloe', 'eri_chu_718', 'clowverk', 'thesnuggslife', 'xarissaxcheox', 'katherinetsang', 'whereisthewhitesea', 'janetchowkawai', 'love_n_cr8ivity', 'jaesonma', 'wunderlotte', 'antoniamli']"
566,chingslimeso,Hong Kong,2020-01-01,2022-04-24,yet
567,mei_ytbbbb,Hong Kong,2020-01-01,2022-04-24,yet
568,t.a.m,Hong Kong,2020-01-01,2020-01-01,yet
569,littlebalu,Hong Kong,2020-01-01,2020-01-01,yet
